id,target
107894,1
63438,1
75713,1
15713,1
34402,1
40084,1
64940,1
66279,1
77818,1
63889,1
48861,1
26520,1
66559,1
24068,0
20211,1
86715,0
68601,1
95696,0
60049,0
7620,0
42468,0
106475,0
43145,1
102597,0
93680,0
37065,0
49472,0
45364,1
112287,0
90044,0
40999,0
93637,1
47689,1
15068,1
67323,1
285,0
76543,1
52901,1
10299,0
8199,1
10875,0
36812,1
110,1
25682,0
7331,0
76947,0
28303,0
32212,1
18692,1
75865,1
74466,1
81378,0
85492,0
67992,0
12527,1
48212,0
61180,1
56340,0
64227,1
35539,0
9233,0
97645,0
106742,1
84955,1
36443,1
2970,0
48583,1
67490,0
45242,0
83608,1
86807,1
92793,1
32458,0
18258,1
93246,1
29747,0
44469,0
18998,1
100686,1
21670,0
106701,1
21844,1
61174,1
933,1
563,1
90185,0
29080,1
32967,0
110889,0
54059,1
86664,1
72104,1
82239,1
59755,0
1785,0
36377,0
73334,0
26731,1
78548,1
54472,1
70631,0
44942,1
54130,0
11938,1
15837,1
64537,0
65402,1
18680,1
69375,0
71042,1
69164,1
19288,1
17115,1
105949,0
55257,1
6583,1
24751,1
19545,1
38187,0
38983,1
100340,1
71337,1
73505,1
240,1
83153,1
371,1
50283,0
31513,0
24174,0
46907,0
94141,1
5483,1
91282,1
41378,1
7904,0
41632,0
84817,1
54335,0
52362,0
21141,1
8040,1
13042,1
40276,0
1203,1
54902,0
42127,0
61200,1
29807,1
32558,0
25499,1
71523,1
38791,1
12101,1
4730,1
17126,1
85187,0
16129,1
51250,0
112931,1
17857,1
31762,1
87034,1
59018,0
81008,1
91203,1
111875,1
70722,0
55926,0
67538,0
113041,1
30934,0
87109,1
26979,1
61557,0
29950,1
17,0
68226,1
79507,0
23107,0
27741,0
34314,1
79354,1
97813,0
730,1
19260,1
79119,0
77689,1
36363,1
6264,1
26935,0
78464,1
44785,1
31835,1
42606,0
55554,0
106579,0
68977,0
85323,0
85288,1
52701,1
107848,0
97392,1
57996,1
113716,0
97317,0
16466,0
38691,0
49638,1
541,0
45882,1
18853,1
4572,1
99403,1
55514,1
103119,1
64141,1
76939,1
17453,0
107821,1
62063,1
108737,1
110123,1
109498,1
108324,1
10990,1
18649,1
90653,1
98585,0
9888,1
61129,1
26829,1
110111,1
56138,1
27858,0
86241,0
8305,1
19363,1
48827,0
38241,1
41847,1
23347,0
2423,0
32271,1
49130,1
8225,0
88846,1
34908,0
45794,0
64211,1
2611,1
69544,0
90530,1
40940,0
9467,1
77485,0
106783,1
110503,0
20612,0
51833,1
11543,0
38547,1
110186,0
16478,0
110370,1
2582,1
55197,1
66699,1
85881,0
100517,0
113642,0
25917,1
39337,0
91854,0
102173,1
67598,0
3318,0
111501,1
55471,0
56699,1
36379,1
39126,0
45286,1
62671,1
108685,1
53311,1
76703,1
40596,0
33861,0
105734,1
63398,1
95002,1
27839,0
35984,1
38573,0
53998,1
105924,1
33061,0
23505,1
29143,0
26013,1
61739,1
36627,0
68964,0
41861,1
81967,1
17243,0
83527,1
62335,0
97278,1
75436,1
57411,0
49715,0
61363,1
99711,1
108464,0
50910,1
29695,1
19978,1
109491,0
30458,1
102908,1
31485,1
14662,0
35264,1
95210,1
19350,0
8891,1
82982,1
90861,1
4887,1
95441,1
109730,1
86149,1
84028,0
70235,0
107798,1
83208,1
100504,0
98598,1
91456,1
77699,0
86884,1
54632,1
94363,0
73097,0
1532,1
14207,0
78777,1
73798,1
12878,0
49661,0
56981,1
70185,1
59851,1
107483,0
76527,0
63588,1
40883,1
92065,1
92667,1
88987,0
57025,0
94299,0
70371,1
67464,1
65614,1
97224,1
82015,1
57111,1
89018,1
21914,0
17041,0
65029,1
91948,0
38033,1
44878,0
21725,1
1984,1
10796,1
111869,0
71905,1
31724,1
35676,1
24135,0
19381,1
109279,0
44173,0
41794,1
32555,0
5460,0
19210,0
108312,0
18506,0
49761,0
50722,0
22172,1
55784,1
81365,1
18071,1
49545,0
47832,1
41763,0
86331,1
9178,1
5035,0
36361,0
91169,0
79064,0
7966,1
18685,0
99109,1
233,1
86917,1
100637,1
89914,0
62554,1
76687,1
55104,1
25341,1
58071,0
7151,1
21041,1
41724,0
91225,0
81936,0
19787,0
29633,0
13823,1
19103,1
27504,0
8398,1
36490,1
54757,0
16781,0
8919,0
54532,1
21472,1
107085,0
1691,1
58738,1
18469,1
13532,1
34351,1
6487,1
55919,0
41437,1
15763,0
13375,0
73018,1
27358,0
47857,1
28430,0
39036,1
49493,1
82147,1
8958,0
46998,1
53193,1
89825,0
104055,1
45162,1
105597,0
76271,1
6384,1
55047,1
106361,0
44462,1
77449,1
108619,0
23457,1
76950,0
63395,1
96752,1
95217,1
71818,1
72519,1
22917,1
87293,1
18272,1
2931,1
74633,1
35661,0
90892,1
33889,0
95607,1
113189,1
107501,0
89926,1
1687,1
67293,1
11304,1
1634,0
58090,1
16935,1
49664,0
17568,0
100524,1
109870,0
99916,1
80442,0
78314,0
82666,1
74541,0
12496,0
2063,1
40085,1
16182,1
86105,0
29912,1
4012,1
93060,0
67130,1
8778,1
95269,0
13206,0
97228,1
48811,0
73434,0
46635,1
22555,0
33934,1
13105,1
57861,1
105664,0
35603,0
104415,1
44330,0
72098,0
83169,0
49568,1
103402,1
10115,0
66247,1
37717,0
63887,1
93327,0
18725,1
29920,1
41571,0
72077,1
64670,0
92872,0
22910,1
32754,0
77665,1
63726,1
3463,1
52488,0
34107,1
70799,0
61235,0
19066,1
18470,1
82082,1
99249,1
41481,1
79190,0
10673,0
34472,0
102923,1
28970,1
75959,1
23354,1
92852,1
3078,0
40073,0
56926,0
47639,0
71239,0
35429,0
7495,1
46620,1
5384,0
110254,1
87763,0
60949,1
13918,0
48935,1
2270,0
107214,0
4173,0
90515,1
63265,1
93802,0
63048,1
1499,1
33354,1
83481,1
82136,1
79878,0
78817,0
70116,0
54980,0
5119,1
49740,0
73923,0
13682,1
61096,0
106233,1
113185,1
71792,1
3216,0
33653,1
39852,1
86397,0
74310,0
7129,0
52695,1
3993,0
111278,1
31289,1
29167,0
14626,0
33757,1
32299,1
110815,1
34672,1
100599,1
24307,1
35824,1
35223,1
109522,0
53697,0
96339,0
90929,0
94354,1
377,1
34327,1
36935,1
13879,0
5177,1
73525,1
41672,1
85947,1
78379,1
52171,1
9782,0
46775,0
24894,0
98745,0
67718,1
75786,1
61700,0
93766,0
113194,1
435,1
107639,1
51786,1
42888,0
109174,1
83561,1
92930,1
59086,1
68356,1
58921,0
4613,0
57587,0
16750,1
18560,1
57350,1
94554,0
48208,1
12104,1
22783,1
79546,1
25605,1
63050,1
38891,1
108655,1
47247,1
62238,1
8900,1
57902,1
88841,1
26211,1
36472,0
32100,1
70176,1
102767,1
44842,0
94572,1
14173,1
46074,1
22265,0
21623,0
91697,1
28118,1
41536,1
1734,0
15143,0
41172,0
72708,1
28186,0
83364,0
44968,1
42972,1
109678,1
22438,0
47330,1
29038,0
49659,1
100158,0
85736,1
53004,1
81196,1
82352,0
87968,1
66209,0
15336,0
78562,0
110100,0
108875,1
27946,0
31078,1
11659,1
23456,1
44554,1
30515,1
84139,1
21103,1
72130,1
87126,1
71210,0
37012,1
38355,0
82150,1
5501,1
22769,1
103466,1
98080,0
71323,1
42927,0
13977,0
15914,1
104318,1
100905,1
253,1
31031,1
72875,0
87358,0
106459,1
109964,1
10479,1
81489,0
38195,1
6468,0
36367,0
77920,1
51956,1
67364,0
101225,0
78210,1
57723,1
4450,1
69536,1
30708,0
10632,0
2536,1
3736,1
12334,1
94403,1
2566,0
86767,1
86972,1
54801,0
105418,1
8949,1
22007,1
98032,1
50578,1
3095,0
69062,1
66330,1
82641,0
79874,1
58158,0
63605,1
55238,1
105054,1
87292,0
14430,1
16900,0
2877,1
48361,1
89818,0
89750,0
37642,1
61735,0
26772,0
37775,0
62334,1
11900,0
109729,0
44721,1
48950,0
56269,0
87906,1
64387,1
56725,1
56596,0
69507,1
27917,0
6452,0
86945,0
55559,0
73470,1
86578,1
48929,1
84428,0
12339,0
667,0
85961,0
48084,1
75384,0
80400,1
74996,0
60130,0
2937,0
64293,0
107553,1
58507,1
46933,1
47301,1
14889,1
96810,1
93344,0
26004,1
30718,1
85435,1
110515,1
23532,0
88540,1
12591,1
22526,1
38864,1
104073,0
47821,1
13948,1
12410,0
80633,1
68038,1
46338,1
80701,0
2212,1
108127,1
107406,1
73111,0
30816,0
85708,1
53515,0
71767,0
42152,1
85639,1
109416,0
1877,0
30815,0
83100,0
51445,0
64492,0
5437,0
12595,1
56508,1
100485,1
58001,0
93638,1
13462,0
65195,1
12752,0
60464,1
80267,0
3081,1
73577,0
59223,1
89833,0
57957,1
75330,0
26587,0
108390,1
101488,0
39968,0
56899,1
22113,0
13339,1
39930,1
85839,1
78162,1
107569,1
95950,1
112080,0
64319,1
8750,1
63786,0
103639,0
18757,0
84812,0
96198,0
88055,1
98367,0
92782,1
54560,1
93754,1
79835,1
32338,1
40058,1
36185,0
95814,1
26607,1
31431,1
5083,1
31621,1
90318,0
32956,1
20885,0
91982,0
28219,1
7706,1
31541,1
52153,1
74760,0
27834,1
78520,0
70455,1
74162,1
79778,1
18866,1
92959,0
64878,1
33764,0
25568,0
56170,0
27706,0
36633,1
111680,0
85735,1
24708,1
10025,0
33843,1
111600,0
61620,1
19010,1
43977,0
20750,0
14598,0
92419,0
71680,0
47896,1
21061,0
31013,0
64405,0
25627,0
35971,1
107192,0
112161,1
32,0
27385,0
44990,1
16171,0
83682,1
86469,1
74337,0
45130,1
103229,1
83847,0
24664,1
2464,1
80682,1
55518,1
16440,0
61643,0
16790,1
17753,1
109561,1
31973,0
85779,1
83816,1
84878,1
88486,1
112670,1
95760,1
86246,0
40293,1
9852,1
90419,1
57329,0
57087,1
53968,1
111463,0
41412,1
81141,1
79790,1
45879,0
82807,0
74608,0
11066,0
14470,1
88492,1
79919,1
41279,1
61531,1
15345,1
8338,0
10874,1
31112,1
39354,1
94216,0
4239,1
61212,1
96492,1
65351,1
112849,1
37269,1
11601,0
42836,0
25791,1
76725,0
71632,0
5372,0
90329,0
40861,0
7921,0
102805,1
109840,1
61204,0
61867,1
32519,0
103818,1
46969,0
52143,1
27652,1
70745,0
108204,0
42505,1
36153,1
104255,1
20758,1
65460,0
96347,0
37872,1
37975,0
40853,0
90968,0
82707,1
69706,0
89621,1
27104,0
114054,1
70070,0
16245,1
105379,1
51978,0
1134,0
30678,1
91025,1
8642,1
69861,0
10413,1
93267,0
109982,1
2669,1
24129,1
6589,1
106751,1
80860,1
44907,0
59507,1
33147,0
73636,1
90319,1
87835,1
3549,0
47486,1
4519,1
54806,0
108968,1
7811,1
45252,1
75462,1
69440,0
48341,0
105056,1
21749,1
98247,0
47154,0
78911,0
51107,1
101627,0
69520,1
104714,0
59715,0
34913,1
85347,1
60273,0
2645,1
88595,1
104654,1
95524,1
79706,1
15836,1
39611,1
71012,1
71721,1
31545,0
50771,1
106046,1
58669,1
110826,0
15869,1
77915,0
106227,1
55833,1
79360,1
77379,1
52631,1
35883,1
9547,0
13991,0
84219,1
70926,1
34015,1
32946,0
45355,1
91751,0
21359,1
11826,0
903,0
59219,1
96186,0
77733,0
50783,0
110785,0
18456,0
105100,1
46904,1
45449,0
30434,0
44087,0
24294,1
89501,0
21298,0
37669,1
43117,1
845,0
112320,0
62220,1
34080,1
51721,0
42907,1
73771,0
85727,0
52513,0
39685,1
12273,1
16237,0
22371,0
24268,1
4568,1
93475,1
8057,0
110222,0
12789,1
89235,0
9654,1
32603,1
84594,1
14764,1
34248,1
67592,0
7703,1
76756,0
1010,0
95442,0
42315,1
30716,0
6883,0
35100,1
109979,1
21696,1
111059,1
21519,0
78617,1
100367,1
77995,1
105210,1
16380,0
44187,0
41218,0
58634,1
19110,1
4414,1
18521,0
24882,1
85641,0
72528,1
64876,0
12774,1
32980,0
70026,1
2828,1
100666,1
52788,0
52721,1
60822,1
69624,1
50397,1
114015,1
18587,1
110836,0
28561,1
43452,0
84067,0
61365,1
53382,1
101947,0
10696,0
16315,1
54626,1
11053,1
21165,1
15921,0
48112,1
83391,1
107791,1
8645,1
35157,1
18502,1
50767,1
41118,0
4736,0
14651,1
7377,1
55964,1
37701,1
76538,0
16467,0
49026,0
59452,1
10054,1
26270,1
13623,1
86436,1
14775,0
80550,0
107423,1
36737,1
84629,1
99490,0
55459,0
109892,1
74049,1
5463,1
13578,1
61521,1
30802,1
14188,1
61141,0
9428,1
12062,1
104486,0
90798,0
107092,1
33735,0
48635,1
92659,1
60581,1
44303,1
73788,1
69551,1
7779,0
13197,1
25590,1
108267,1
55063,1
1148,1
83092,1
84017,1
95240,1
10826,1
80338,0
39979,1
8560,1
17769,1
49038,1
2289,0
79045,0
94273,1
10930,0
1616,1
101464,1
22889,1
92523,1
34610,0
13814,1
86136,1
37831,0
106317,1
107645,0
51542,1
78837,1
41855,0
63989,1
45445,1
37818,1
50323,1
13469,0
32671,1
95279,1
102909,1
478,1
71256,0
10320,1
96103,0
95716,0
29880,0
103569,1
59495,1
101972,1
75191,0
92486,1
112355,1
3066,0
6289,0
18961,1
58041,0
71702,1
45817,0
33179,1
67573,0
105951,0
36538,0
9616,1
112050,1
8539,1
34311,1
83245,1
24261,0
76564,1
100232,0
19549,1
70498,0
67923,1
88906,0
105772,0
48446,0
81367,0
30277,0
97985,0
110245,1
13223,1
60016,1
75282,1
70639,0
111159,0
8850,1
47109,0
76299,1
50379,0
99938,1
99579,0
41675,0
86256,1
90351,0
31403,1
5800,1
82540,1
1467,1
22838,1
61817,0
110125,0
99002,1
65074,1
112764,0
112721,1
37599,0
108904,0
34655,1
20058,1
4286,0
23668,1
42500,1
63610,0
48799,1
105979,1
20786,1
72410,1
106680,1
63206,1
37365,0
109674,1
62743,0
103187,1
96191,1
43465,0
72803,1
53675,1
103109,0
24506,0
109754,1
8932,1
56347,1
107268,0
30360,1
108790,1
20300,1
87260,0
36409,0
69911,1
101576,0
10612,0
105684,1
21860,1
2663,1
79623,0
110522,1
97453,0
5677,0
104386,1
46956,0
56884,1
77506,1
12211,1
66733,1
42740,0
86079,1
47893,1
83964,1
44828,0
34677,1
106937,0
75016,1
10977,1
36611,0
46719,1
19942,0
3032,1
4069,1
41723,0
72688,1
55025,1
77722,0
92588,1
61,1
61995,1
16537,0
19270,1
87287,0
482,0
49595,0
3916,1
10165,1
80886,0
14306,0
80096,1
39373,0
63484,1
113536,1
100287,1
37414,0
74658,1
63891,1
40806,1
18544,0
75424,1
81607,0
99704,0
104929,1
79454,0
4307,0
81736,0
82812,1
72790,0
50640,1
27737,0
47251,1
41159,1
8327,1
108911,0
42259,1
103448,0
60083,1
71527,0
55045,0
70156,1
72612,1
43843,1
23363,1
93623,1
3997,1
86513,1
79334,1
49586,1
83424,1
81856,1
124,1
8376,1
43543,1
76140,1
6050,0
38672,1
96107,1
65548,0
53508,0
66275,0
36079,1
22754,1
90762,1
83880,1
107234,0
48336,0
47960,0
81917,0
54061,1
50689,1
14872,0
85255,0
40135,1
74389,1
68382,0
8052,0
102795,1
2128,0
23908,1
113373,0
80407,0
1542,1
78432,1
96627,1
23988,1
40493,1
94291,0
9485,0
69611,1
59529,0
39031,0
16642,1
96448,1
69646,0
7148,1
95183,1
6227,1
64152,1
67260,1
79162,0
64836,1
5160,0
56594,1
41684,1
38470,0
12572,0
65047,1
24648,1
62474,0
6025,0
106599,0
100942,1
96760,0
106260,1
50998,1
113110,0
82661,0
45941,1
40011,1
961,1
71471,1
18874,1
79572,0
75559,0
100838,1
71876,1
113316,1
60213,0
48563,1
53402,0
71607,1
22413,0
3270,1
28055,0
97834,1
92206,0
85689,0
64925,1
11037,0
36447,1
49894,1
99882,1
60871,1
67451,1
79991,1
21633,1
109859,0
75227,1
91521,1
96640,0
5269,0
64081,0
106598,0
97129,0
99035,1
13322,1
61311,0
92210,1
60343,0
113887,1
111199,0
71423,1
75292,0
101966,1
64615,1
85627,1
79658,0
66660,0
5410,0
75367,1
99578,0
6678,1
48442,1
21457,0
50091,1
94904,0
64654,0
43756,0
54684,0
94496,1
39981,1
71015,1
79312,1
84480,0
87719,1
109475,1
75564,1
10756,1
113519,1
96343,0
24482,1
56676,0
52088,1
4735,0
59314,1
24338,1
23993,0
72473,0
49602,1
88988,0
1579,1
19465,1
32684,1
37356,1
18299,1
17130,1
91768,0
33370,1
11491,1
66251,1
56552,1
9215,0
47278,0
102599,0
89866,0
110457,1
61467,1
39025,1
108781,1
105989,1
61188,1
20284,1
99374,1
55290,0
57973,1
7372,1
78130,0
71965,1
67228,1
30141,1
88015,0
41786,0
110316,0
102529,1
100410,0
64249,1
17386,1
43696,1
98491,1
8146,1
48910,1
103325,0
55405,1
67117,0
39821,0
17688,0
59797,0
38819,1
49415,1
12226,0
73626,1
59572,0
98821,1
94961,1
100563,0
5085,0
66188,0
1679,1
42914,0
38733,0
98815,1
70694,0
45207,1
63264,1
97420,0
25322,1
46377,0
33601,0
41041,1
44732,1
100611,1
24367,0
24996,1
47743,1
67871,1
77300,1
29736,1
113644,1
66570,0
90571,1
19789,1
67790,0
105078,0
11672,1
10067,1
6864,1
110546,0
87787,0
48542,1
5957,1
1365,0
81092,0
33362,0
71901,1
29670,1
37562,1
93382,1
59684,0
54989,0
69077,1
67237,1
4412,1
10149,0
91097,0
21390,0
96287,1
84506,1
61313,1
107857,1
49233,0
87502,1
6917,1
10480,1
43352,0
40696,1
1301,1
91192,0
32703,1
58851,1
23906,0
11064,0
100156,1
107482,1
9245,0
36287,1
23886,1
20742,1
55117,1
67342,1
74915,0
35656,0
106369,1
105161,1
73069,0
84044,0
21175,1
1696,0
36776,1
44533,1
59703,1
103198,1
32563,1
12347,1
90960,0
53097,1
22750,0
91237,1
69730,0
33135,0
8871,1
17569,0
87003,1
79686,0
88654,1
61801,1
35810,1
53705,0
61383,0
9024,1
105393,1
34544,0
1847,0
48844,1
30011,1
29273,1
14537,0
52436,1
71932,0
54579,1
30530,0
10034,0
113672,1
68352,1
47484,0
109853,0
58073,0
19456,0
112959,1
30490,1
876,0
97385,1
9706,1
72591,0
25817,1
35958,1
57690,1
69204,0
41923,0
88243,0
1731,0
34079,0
110483,0
59054,1
104172,1
91695,0
73804,1
57266,1
95178,0
33650,1
21900,0
82486,1
9620,0
82758,1
50798,1
36802,1
52656,0
15062,1
35318,1
15023,1
57371,0
46311,0
10429,0
93291,1
7444,0
62424,1
107154,1
76112,0
41765,0
5048,0
27907,1
62143,1
19603,1
26885,1
79155,1
71049,0
39471,0
70486,0
58427,1
97715,1
47005,1
28071,1
111796,0
17555,0
50743,1
29411,0
86593,0
25504,0
33595,1
61214,0
24534,1
76085,1
15333,0
14864,1
54869,1
103145,1
28023,0
75423,0
97280,0
32532,0
44463,1
62445,1
17159,1
93466,1
10126,0
13770,0
113502,1
86551,0
58869,1
83667,1
105679,0
28600,1
93277,0
15626,1
97021,1
20183,1
66837,0
96367,1
38862,0
4268,0
79450,0
93612,1
54768,0
92357,1
84352,0
91416,0
78207,1
21167,1
65862,0
4018,0
61171,0
112046,0
33774,1
112330,0
50889,1
20281,0
20684,1
18816,1
13443,0
66946,0
57621,0
72145,0
36067,1
96438,1
112166,0
90959,1
87633,1
102551,1
8391,0
53113,1
40618,0
96053,0
76426,1
65517,1
84759,0
76751,1
34619,1
13320,0
13795,1
61662,0
96667,1
33000,1
86240,1
3057,0
10526,1
88423,0
50455,0
97009,1
101476,1
19888,0
18863,0
92581,0
14510,1
31506,0
92908,0
96178,0
108526,0
94953,1
12514,0
67968,1
53016,0
61783,0
84857,0
47424,1
73538,0
56494,1
96825,1
30508,0
112045,1
107394,1
105643,1
113295,0
11755,0
47011,0
109956,1
31351,1
58736,0
35792,1
77346,0
37322,1
97214,1
98319,0
106224,1
99170,0
112783,1
40804,1
52403,0
108412,1
110556,1
76613,0
2077,1
58754,1
47373,1
72837,0
14953,0
44017,0
89372,0
40587,1
53899,1
32613,1
77152,0
53483,1
55691,0
73672,1
25687,1
105186,1
98579,0
92766,1
105709,1
77415,0
100125,1
36522,1
62009,1
84164,0
113308,1
7932,0
12399,1
2196,1
95426,0
104367,1
34590,0
113191,1
93945,1
30504,1
26765,1
79951,1
65856,1
53721,0
43363,0
56478,0
68384,0
35445,1
80476,1
974,1
90923,1
70853,0
102298,0
58364,1
94393,0
100428,1
24393,1
73272,1
113837,1
47015,0
43387,1
15653,1
14210,0
99795,1
108949,1
84631,0
80251,1
50043,1
90257,1
112933,1
86130,1
52668,1
113251,1
49021,0
96879,1
68689,1
10013,0
4405,0
31854,0
81683,0
40627,0
63144,1
112302,0
85905,1
99298,0
91887,1
95722,0
9562,1
7849,1
78653,0
6814,1
33284,1
64145,1
25160,1
74738,1
42358,1
52833,0
103473,0
101919,1
24696,0
30741,1
65919,1
42350,0
76070,1
87393,0
63915,1
40170,1
73777,0
44735,1
52755,0
103021,1
87925,0
88226,1
111932,0
65629,1
111606,1
34492,1
46521,1
49628,1
107531,1
39961,1
1918,1
77312,1
66877,0
46999,0
54729,1
87150,1
97927,0
12903,0
48577,1
86530,0
57980,1
11918,1
66509,1
72779,1
47520,1
99939,0
65040,1
59250,1
8610,0
100233,1
40379,0
26522,1
50805,1
6382,0
48033,1
98054,1
73332,0
17240,0
55292,1
5470,0
88700,1
110940,1
70978,0
106450,1
67825,0
38591,0
25710,1
105050,0
14898,1
3268,0
71450,1
66901,1
5317,0
8430,1
66743,0
104844,1
50981,1
1112,0
13279,0
107833,1
105625,0
111552,1
6458,1
86818,1
107697,1
57099,1
19857,0
6161,1
10432,1
65018,1
4343,0
110985,1
83887,1
79381,1
81550,0
78388,0
82047,0
100021,1
82589,1
57296,1
71392,1
45592,1
9425,1
49331,0
54739,1
7180,1
34357,1
80315,1
20752,0
80113,1
9725,1
73766,1
36917,1
111252,1
96462,0
2021,1
80367,1
6052,0
101803,0
52359,1
59899,1
46340,1
105240,1
67684,1
60327,1
81604,0
51507,1
96165,1
100204,0
39098,1
12818,0
89374,0
90268,0
22825,1
39359,1
96348,1
74185,0
8672,1
25053,0
57276,1
58904,0
53245,0
64938,1
91369,1
47369,0
57878,1
29746,0
87692,1
63216,1
67900,0
74036,1
69175,0
42376,0
42364,0
29119,1
89310,0
100291,1
85002,1
83893,0
50608,1
9331,1
103270,0
84276,1
50962,0
55848,1
84876,1
24025,0
92603,0
8369,0
100394,1
89964,1
73321,1
61875,1
87549,1
97821,0
19807,1
53976,0
88447,1
23281,1
1117,1
57793,1
77402,0
15862,1
14876,0
5552,1
38874,0
43714,1
99977,0
25172,1
48301,1
71336,0
31794,1
76089,1
101696,0
75975,0
28603,1
36870,1
61832,0
31869,0
102848,0
106402,0
33233,1
26478,0
87691,1
82001,1
88322,0
92786,1
1666,1
15226,1
101001,1
85988,0
27229,0
58143,0
72430,1
10697,0
94032,1
13607,1
55203,1
16811,0
53860,1
100857,0
42397,0
109761,1
7187,0
53828,0
101700,0
60334,1
111558,0
70089,0
86624,1
58774,1
81262,1
103567,1
19776,0
79891,1
43752,0
13071,1
86306,1
52028,1
55536,0
23258,1
80803,1
76638,1
82192,1
84158,1
95412,1
110596,1
19898,0
49433,1
108375,1
32806,1
56550,1
47858,1
42843,0
4137,0
88526,1
71198,1
36525,1
88242,1
65867,1
62886,1
40181,0
6946,0
5219,0
86132,1
36105,1
34093,1
50960,1
20479,0
80643,1
40818,1
13361,0
24206,1
44847,1
98865,1
51207,0
81538,1
14049,1
4208,1
27707,0
46121,0
100443,1
32183,1
103789,1
33968,1
57964,0
102344,1
11856,1
110085,0
90772,0
70943,1
47631,0
77550,1
52308,0
97970,0
74911,1
108559,0
107755,1
40334,1
103780,0
29979,1
36847,1
86871,1
44725,1
44694,1
3332,0
110713,0
61952,1
27181,1
4793,1
86599,1
70213,1
77489,1
18556,0
68550,1
73889,0
47599,0
52914,0
76723,0
40399,1
33351,1
47156,0
44317,1
73039,0
51483,1
112551,1
94578,1
29704,1
12053,1
7715,1
57807,0
14391,1
7800,1
41024,1
86196,0
78973,1
101242,1
5912,1
28777,1
87283,1
26019,1
32670,0
94612,0
16295,1
61236,0
54210,0
102442,1
96034,1
34637,0
30638,1
112415,1
79982,0
57195,0
49999,1
74414,1
40705,0
35502,0
7317,1
82644,0
90073,0
93647,1
31017,0
100277,0
71102,0
90922,1
1938,1
79445,1
86553,1
111922,1
22732,0
95226,1
17036,1
40573,0
100759,1
41446,1
30953,1
92905,1
51306,0
15944,0
101164,0
92516,1
44140,1
104012,0
68996,1
102040,1
79013,0
5226,1
25085,1
6307,1
77947,1
112897,0
93460,1
11577,1
12517,1
54241,1
10316,0
7647,1
23660,1
60157,1
97496,0
105425,1
97791,0
109290,1
45574,1
106212,1
98138,1
43152,1
94756,1
70252,0
21429,1
40083,0
9415,1
72564,1
30729,1
98394,0
48429,1
31050,1
35379,0
78200,1
59894,1
112146,0
26962,0
34834,1
71333,1
108712,1
59498,0
103597,0
94266,0
41594,1
98384,1
103126,1
64349,1
10691,0
96005,0
85381,0
102724,1
94462,0
8089,0
98624,0
73388,0
14177,1
82974,1
57366,1
76130,1
111988,1
84796,1
52528,0
73702,1
12236,0
98560,0
28006,1
36043,0
85369,0
79510,0
47730,1
57406,0
19326,1
100991,1
43598,0
107296,1
71257,1
79436,1
87874,1
91532,0
3525,0
81268,0
45344,1
38244,0
18174,1
4021,0
86635,1
74637,1
11015,1
94281,1
25042,1
53767,0
58842,0
61953,0
87690,1
10361,0
46978,0
13031,1
71324,1
2658,1
94984,0
